EnterpriseCount,NaceCodeGroup,JuridicalForm,Code,Description
2,10,8.0,008,Société coopérative à responsabilité limitée
1,10,12.0,012,Société en commandite simple
1,10,11.0,011,Société en nom collectif
21,10,14.0,014,Société anonyme
20,10,610.0,610,Société à responsabilité limitée
2,10,15.0,015,Société privée à responsabilité limitée
2,10,11.0,011,Société en nom collectif
2,10,,,
1,10,612.0,612,Société en commandite
1,10,30.0,030,Entité étrangère
1,10,3.0,003,Unité TVA
151,10,,,
113,10,610.0,610,Société à responsabilité limitée
15,10,15.0,015,Société privée à responsabilité limitée
12,10,14.0,014,Société anonyme
10,10,11.0,011,Société en nom collectif
8,10,721.0,721,Société ou association sans personnalité juridique
7,10,17.0,017,Association sans but lucratif
4,10,612.0,612,Société en commandite
3,10,706.0,706,Société coopérative
2,10,3.0,003,Unité TVA
1,10,30.0,030,Entité étrangère
1,10,12.0,012,Société en commandite simple
115,10,610.0,610,Société à responsabilité limitée
110,10,,,
45,10,14.0,014,Société anonyme
13,10,706.0,706,Société coopérative
12,10,15.0,015,Société privée à responsabilité limitée
10,10,17.0,017,Association sans but lucratif
7,10,612.0,612,Société en commandite
7,10,3.0,003,Unité TVA
6,10,721.0,721,Société ou association sans personnalité juridique
6,10,11.0,011,Société en nom collectif
4,10,12.0,012,Société en commandite simple
2,10,30.0,030,Entité étrangère
1,10,8.0,008,Société coopérative à responsabilité limitée
211,10,,,
120,10,610.0,610,Société à responsabilité limitée
41,10,14.0,014,Société anonyme
18,10,15.0,015,Société privée à responsabilité limitée
9,10,17.0,017,Association sans but lucratif
8,10,706.0,706,Société coopérative
6,10,721.0,721,Société ou association sans personnalité juridique
6,10,3.0,003,Unité TVA
5,10,11.0,011,Société en nom collectif
4,10,612.0,612,Société en commandite
2,10,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
2,10,30.0,030,Entité étrangère
2,10,12.0,012,Société en commandite simple
1,10,8.0,008,Société coopérative à responsabilité limitée
42,10,14.0,014,Société anonyme
12,10,610.0,610,Société à responsabilité limitée
8,10,,,
2,10,706.0,706,Société coopérative
2,10,15.0,015,Société privée à responsabilité limitée
2,10,3.0,003,Unité TVA
1,10,11.0,011,Société en nom collectif
36,10,14.0,014,Société anonyme
35,10,610.0,610,Société à responsabilité limitée
15,10,,,
3,10,17.0,017,Association sans but lucratif
3,10,15.0,015,Société privée à responsabilité limitée
2,10,30.0,030,Entité étrangère
2,10,11.0,011,Société en nom collectif
1,10,3.0,003,Unité TVA
8,10,14.0,014,Société anonyme
3,10,610.0,610,Société à responsabilité limitée
1,10,30.0,030,Entité étrangère
1,10,3.0,003,Unité TVA
1,10,,,
263,10,,,
140,10,610.0,610,Société à responsabilité limitée
82,10,14.0,014,Société anonyme
62,10,721.0,721,Société ou association sans personnalité juridique
23,10,612.0,612,Société en commandite
19,10,15.0,015,Société privée à responsabilité limitée
17,10,706.0,706,Société coopérative
8,10,11.0,011,Société en nom collectif
8,10,3.0,003,Unité TVA
6,10,17.0,017,Association sans but lucratif
4,10,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
3,10,30.0,030,Entité étrangère
1,10,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,10,12.0,012,Société en commandite simple
1,10,8.0,008,Société coopérative à responsabilité limitée
661,10,,,
522,10,610.0,610,Société à responsabilité limitée
58,10,15.0,015,Société privée à responsabilité limitée
54,10,14.0,014,Société anonyme
34,10,612.0,612,Société en commandite
28,10,721.0,721,Société ou association sans personnalité juridique
28,10,11.0,011,Société en nom collectif
11,10,3.0,003,Unité TVA
10,10,12.0,012,Société en commandite simple
5,10,8.0,008,Société coopérative à responsabilité limitée
2,10,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,10,17.0,017,Association sans but lucratif
84,10,610.0,610,Société à responsabilité limitée
70,10,,,
64,10,14.0,014,Société anonyme
13,10,15.0,015,Société privée à responsabilité limitée
7,10,17.0,017,Association sans but lucratif
6,10,721.0,721,Société ou association sans personnalité juridique
5,10,706.0,706,Société coopérative
5,10,3.0,003,Unité TVA
2,10,11.0,011,Société en nom collectif
2,10,8.0,008,Société coopérative à responsabilité limitée
1,10,612.0,612,Société en commandite
1,10,418.0,418,Régie communale autonome
13,10,14.0,014,Société anonyme
10,10,610.0,610,Société à responsabilité limitée
6,10,,,
3,10,30.0,030,Entité étrangère
3,10,15.0,015,Société privée à responsabilité limitée
3,10,11.0,011,Société en nom collectif
1,10,418.0,418,Régie communale autonome
445,10,610.0,610,Société à responsabilité limitée
205,10,,,
108,10,14.0,014,Société anonyme
67,10,15.0,015,Société privée à responsabilité limitée
22,10,3.0,003,Unité TVA
14,10,612.0,612,Société en commandite
10,10,11.0,011,Société en nom collectif
5,10,12.0,012,Société en commandite simple
3,10,17.0,017,Association sans but lucratif
1,10,721.0,721,Société ou association sans personnalité juridique
1,10,706.0,706,Société coopérative
1,10,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,10,30.0,030,Entité étrangère
3067,10,610.0,610,Société à responsabilité limitée
2797,10,,,
478,10,15.0,015,Société privée à responsabilité limitée
234,10,14.0,014,Société anonyme
96,10,11.0,011,Société en nom collectif
68,10,612.0,612,Société en commandite
40,10,3.0,003,Unité TVA
39,10,17.0,017,Association sans but lucratif
23,10,721.0,721,Société ou association sans personnalité juridique
19,10,12.0,012,Société en commandite simple
14,10,8.0,008,Société coopérative à responsabilité limitée
7,10,706.0,706,Société coopérative
2,10,30.0,030,Entité étrangère
1,10,6.0,006,Société coopérative à responsabilité illimitée
922,10,,,
627,10,610.0,610,Société à responsabilité limitée
96,10,14.0,014,Société anonyme
65,10,15.0,015,Société privée à responsabilité limitée
31,10,11.0,011,Société en nom collectif
28,10,612.0,612,Société en commandite
18,10,3.0,003,Unité TVA
10,10,17.0,017,Association sans but lucratif
8,10,721.0,721,Société ou association sans personnalité juridique
5,10,12.0,012,Société en commandite simple
2,10,30.0,030,Entité étrangère
1,10,706.0,706,Société coopérative
75,10,610.0,610,Société à responsabilité limitée
56,10,,,
21,10,14.0,014,Société anonyme
10,10,15.0,015,Société privée à responsabilité limitée
3,10,12.0,012,Société en commandite simple
3,10,11.0,011,Société en nom collectif
2,10,612.0,612,Société en commandite
1,10,17.0,017,Association sans but lucratif
1,10,3.0,003,Unité TVA
42,10,,,
27,10,610.0,610,Société à responsabilité limitée
10,10,14.0,014,Société anonyme
3,10,612.0,612,Société en commandite
3,10,30.0,030,Entité étrangère
2,10,15.0,015,Société privée à responsabilité limitée
708,10,610.0,610,Société à responsabilité limitée
682,10,,,
206,10,14.0,014,Société anonyme
74,10,15.0,015,Société privée à responsabilité limitée
29,10,11.0,011,Société en nom collectif
26,10,612.0,612,Société en commandite
25,10,3.0,003,Unité TVA
13,10,12.0,012,Société en commandite simple
9,10,721.0,721,Société ou association sans personnalité juridique
7,10,17.0,017,Association sans but lucratif
4,10,30.0,030,Entité étrangère
2,10,706.0,706,Société coopérative
1,10,8.0,008,Société coopérative à responsabilité limitée
1,10,6.0,006,Société coopérative à responsabilité illimitée
217,10,610.0,610,Société à responsabilité limitée
183,10,,,
55,10,14.0,014,Société anonyme
16,10,15.0,015,Société privée à responsabilité limitée
7,10,721.0,721,Société ou association sans personnalité juridique
7,10,11.0,011,Société en nom collectif
6,10,612.0,612,Société en commandite
5,10,3.0,003,Unité TVA
4,10,17.0,017,Association sans but lucratif
2,10,706.0,706,Société coopérative
2,10,12.0,012,Société en commandite simple
85,10,,,
79,10,610.0,610,Société à responsabilité limitée
42,10,14.0,014,Société anonyme
15,10,15.0,015,Société privée à responsabilité limitée
6,10,17.0,017,Association sans but lucratif
6,10,11.0,011,Société en nom collectif
5,10,3.0,003,Unité TVA
2,10,721.0,721,Société ou association sans personnalité juridique
2,10,8.0,008,Société coopérative à responsabilité limitée
1,10,706.0,706,Société coopérative
1,10,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,10,30.0,030,Entité étrangère
563,10,610.0,610,Société à responsabilité limitée
499,10,,,
72,10,14.0,014,Société anonyme
62,10,15.0,015,Société privée à responsabilité limitée
41,10,612.0,612,Société en commandite
41,10,11.0,011,Société en nom collectif
17,10,17.0,017,Association sans but lucratif
12,10,3.0,003,Unité TVA
10,10,12.0,012,Société en commandite simple
6,10,721.0,721,Société ou association sans personnalité juridique
6,10,706.0,706,Société coopérative
2,10,412.0,412,Centre public d'action sociale
2,10,8.0,008,Société coopérative à responsabilité limitée
2,10,6.0,006,Société coopérative à responsabilité illimitée
1,10,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,10,420.0,420,Association de CPAS
103,10,610.0,610,Société à responsabilité limitée
57,10,,,
26,10,14.0,014,Société anonyme
13,10,15.0,015,Société privée à responsabilité limitée
5,10,612.0,612,Société en commandite
5,10,11.0,011,Société en nom collectif
4,10,3.0,003,Unité TVA
2,10,721.0,721,Société ou association sans personnalité juridique
2,10,12.0,012,Société en commandite simple
1,10,706.0,706,Société coopérative
1,10,125.0,125,Association internationale sans but lucratif
1,10,30.0,030,Entité étrangère
1,10,17.0,017,Association sans but lucratif
444,10,610.0,610,Société à responsabilité limitée
344,10,,,
156,10,14.0,014,Société anonyme
53,10,15.0,015,Société privée à responsabilité limitée
22,10,11.0,011,Société en nom collectif
19,10,3.0,003,Unité TVA
17,10,612.0,612,Société en commandite
13,10,17.0,017,Association sans but lucratif
6,10,706.0,706,Société coopérative
5,10,721.0,721,Société ou association sans personnalité juridique
3,10,30.0,030,Entité étrangère
3,10,12.0,012,Société en commandite simple
2,10,8.0,008,Société coopérative à responsabilité limitée
1,10,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,10,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
165,10,14.0,014,Société anonyme
124,10,610.0,610,Société à responsabilité limitée
39,10,,,
22,10,15.0,015,Société privée à responsabilité limitée
10,10,3.0,003,Unité TVA
6,10,612.0,612,Société en commandite
4,10,721.0,721,Société ou association sans personnalité juridique
4,10,706.0,706,Société coopérative
4,10,30.0,030,Entité étrangère
4,10,11.0,011,Société en nom collectif
1,10,26.0,026,Fondation privée
63,10,,,
59,10,610.0,610,Société à responsabilité limitée
28,10,14.0,014,Société anonyme
8,10,15.0,015,Société privée à responsabilité limitée
5,10,612.0,612,Société en commandite
4,10,30.0,030,Entité étrangère
4,10,3.0,003,Unité TVA
3,10,17.0,017,Association sans but lucratif
3,10,11.0,011,Société en nom collectif
273,11,610.0,610,Société à responsabilité limitée
172,11,,,
32,11,15.0,015,Société privée à responsabilité limitée
30,11,11.0,011,Société en nom collectif
28,11,14.0,014,Société anonyme
10,11,612.0,612,Société en commandite
10,11,17.0,017,Association sans but lucratif
7,11,721.0,721,Société ou association sans personnalité juridique
5,11,12.0,012,Société en commandite simple
5,11,3.0,003,Unité TVA
1,11,411.0,411,Ville / commune
1,11,30.0,030,Entité étrangère
1,11,8.0,008,Société coopérative à responsabilité limitée
211,11,610.0,610,Société à responsabilité limitée
182,11,,,
31,11,14.0,014,Société anonyme
26,11,11.0,011,Société en nom collectif
24,11,15.0,015,Société privée à responsabilité limitée
17,11,17.0,017,Association sans but lucratif
12,11,706.0,706,Société coopérative
12,11,612.0,612,Société en commandite
7,11,3.0,003,Unité TVA
6,11,721.0,721,Société ou association sans personnalité juridique
4,11,30.0,030,Entité étrangère
2,11,8.0,008,Société coopérative à responsabilité limitée
1,11,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,11,25.0,025,Société agricole
1,11,12.0,012,Société en commandite simple
93,11,,,
72,11,610.0,610,Société à responsabilité limitée
12,11,15.0,015,Société privée à responsabilité limitée
11,11,14.0,014,Société anonyme
7,11,11.0,011,Société en nom collectif
6,11,17.0,017,Association sans but lucratif
5,11,706.0,706,Société coopérative
3,11,721.0,721,Société ou association sans personnalité juridique
1,11,612.0,612,Société en commandite
1,11,12.0,012,Société en commandite simple
1,11,6.0,006,Société coopérative à responsabilité illimitée
100,11,610.0,610,Société à responsabilité limitée
