NaceCodeGroup,NaceDescription_FR,JuridicalForm,JuridicalForm_FR,EnterpriseCount
88,Activités d’action sociale sans hébergement,422.0,,1
88,Activités d’action sociale sans hébergement,515.0,,1
88,Activités d’action sociale sans hébergement,616.0,,1
89,,3.0,,1
89,,17.0,,1
89,,30.0,,1
89,,612.0,,1
89,,706.0,,1
90,Activités de création artistique et de spectacle,13.0,,1
90,Activités de création artistique et de spectacle,18.0,,1
90,Activités de création artistique et de spectacle,20.0,,1
90,Activités de création artistique et de spectacle,116.0,,1
90,Activités de création artistique et de spectacle,117.0,,1
90,Activités de création artistique et de spectacle,151.0,,1
90,Activités de création artistique et de spectacle,419.0,,1
90,Activités de création artistique et de spectacle,512.0,,1
90,Activités de création artistique et de spectacle,514.0,,1
90,Activités de création artistique et de spectacle,515.0,,1
91,"Bibliothèques, archives, musées et autres activités culturelles",235.0,,1
91,"Bibliothèques, archives, musées et autres activités culturelles",310.0,,1
91,"Bibliothèques, archives, musées et autres activités culturelles",400.0,,1
91,"Bibliothèques, archives, musées et autres activités culturelles",419.0,,1
92,Activités de jeux d’argent et de paris,16.0,,1
92,Activités de jeux d’argent et de paris,114.0,,1
92,Activités de jeux d’argent et de paris,706.0,,1
93,Activités sportives et activités récréatives et de loisirs,13.0,,1
93,Activités sportives et activités récréatives et de loisirs,22.0,,1
93,Activités sportives et activités récréatives et de loisirs,108.0,,1
93,Activités sportives et activités récréatives et de loisirs,124.0,,1
93,Activités sportives et activités récréatives et de loisirs,235.0,,1
93,Activités sportives et activités récréatives et de loisirs,303.0,,1
93,Activités sportives et activités récréatives et de loisirs,350.0,,1
93,Activités sportives et activités récréatives et de loisirs,400.0,,1
93,Activités sportives et activités récréatives et de loisirs,412.0,,1
93,Activités sportives et activités récréatives et de loisirs,514.0,,1
93,Activités sportives et activités récréatives et de loisirs,790.0,,1
94,Activités des organisations associatives,108.0,,1
94,Activités des organisations associatives,230.0,,1
94,Activités des organisations associatives,303.0,,1
94,Activités des organisations associatives,325.0,,1
94,Activités des organisations associatives,411.0,,1
94,Activités des organisations associatives,416.0,,1
94,Activités des organisations associatives,419.0,,1
94,Activités des organisations associatives,422.0,,1
94,Activités des organisations associatives,451.0,,1
94,Activités des organisations associatives,514.0,,1
94,Activités des organisations associatives,515.0,,1
94,Activités des organisations associatives,724.0,,1
94,Activités des organisations associatives,790.0,,1
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",13.0,,1
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",26.0,,1
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",114.0,,1
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",125.0,,1
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",151.0,,1
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",651.0,,1
96,Activités de services aux personnes,21.0,,1
96,Activités de services aux personnes,25.0,,1
96,Activités de services aux personnes,27.0,,1
96,Activités de services aux personnes,60.0,,1
96,Activités de services aux personnes,65.0,,1
96,Activités de services aux personnes,151.0,,1
96,Activités de services aux personnes,235.0,,1
96,Activités de services aux personnes,303.0,,1
96,Activités de services aux personnes,310.0,,1
96,Activités de services aux personnes,320.0,,1
96,Activités de services aux personnes,560.0,,1
96,Activités de services aux personnes,722.0,,1
97,Activités des ménages en tant qu’employeurs de personnel domestique,26.0,,1
97,Activités des ménages en tant qu’employeurs de personnel domestique,30.0,,1
97,Activités des ménages en tant qu’employeurs de personnel domestique,125.0,,1
97,Activités des ménages en tant qu’employeurs de personnel domestique,160.0,,1
97,Activités des ménages en tant qu’employeurs de personnel domestique,508.0,,1
97,Activités des ménages en tant qu’employeurs de personnel domestique,706.0,,1
97,Activités des ménages en tant qu’employeurs de personnel domestique,999.0,,1
98,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,12.0,,1
99,Activités des organisations et organismes extraterritoriaux,11.0,,1
99,Activités des organisations et organismes extraterritoriaux,23.0,,1
99,Activités des organisations et organismes extraterritoriaux,26.0,,1
99,Activités des organisations et organismes extraterritoriaux,29.0,,1
99,Activités des organisations et organismes extraterritoriaux,51.0,,1
99,Activités des organisations et organismes extraterritoriaux,411.0,,1
99,Activités des organisations et organismes extraterritoriaux,790.0,,1
